Sample	Lib	RunId	Flowcell	Lane	Platform	NumberReads	Yield	ReadCov	MapCov	DupRate	ExpRatio	Read1	Read2
M00067_CR	M00067_CR_WGSIF1	241118_A00905_0293_BHVFCFDSXC	HVFCFDSXC	L001	Illumina	144554483	43655453866	14.082404472903226			/PATH/TO/FASTQ1	/PATH/TO/FASTQ2
